id,node,status,type,p_specified,q_specified
4111,110,1,0,992783.4884697301,193375.61983924787
4112,111,1,0,1056612.105398535,207010.9200573385
4113,112,1,0,962294.0752853449,218043.5695174294
4114,113,1,0,1028848.3871542962,213865.0066862377
4115,114,1,0,1080917.0575745984,187905.3302551708
4116,115,1,0,979546.2387259693,182438.7582843309
4117,116,1,0,929564.2284799606,203498.64961909087
4118,117,1,0,1003426.6408591785,197500.93768209917
4119,118,1,0,1043392.477933974,190636.26215618604
4120,119,1,0,982889.419484048,217528.65082842883
4121,120,1,0,1013418.0672710269,207257.33996325245
4122,121,1,0,1049099.4337247228,197868.57374316495
4123,122,1,0,986161.8907832438,198808.17349055578
4124,123,1,0,1072403.9399210396,194544.62462483175
4125,124,1,0,1077056.412724606,181636.67329611405
4126,125,1,0,950567.0319750876,215895.5527137036
4127,126,1,0,1086554.1975407563,188306.99674390553
4128,127,1,0,943431.9527349846,210169.83650376234
4129,128,1,0,972293.0878841563,188226.2351446357
4130,129,1,0,945447.0784812256,192167.3703332387
4131,130,1,0,1066597.5891560207,198255.10635391742
4132,131,1,0,925417.7224159401,194861.44311180536
4133,132,1,0,964633.5585845606,183044.0681635488
4134,133,1,0,1064658.307146232,209254.0219296252
4135,134,1,0,987112.4197017727,208061.71424732334
4136,135,1,0,967741.8817426907,217433.44057199048
4137,136,1,0,1000156.3432737406,184448.11698298127
4138,137,1,0,995036.3868568687,194405.23175813918
4139,138,1,0,906820.8379960879,193988.3919047638
4140,139,1,0,1095268.1635585937,190385.97461536527
4141,140,1,0,1044800.5541624665,186165.5938222984
4142,141,1,0,933864.0968999702,191859.63880642087
4143,142,1,0,902922.944103111,199345.81456647522
4144,143,1,0,1093965.1007462123,191261.23645779662
4145,144,1,0,1033965.5124128188,213771.24457645454
4146,145,1,0,1087891.2035824838,181013.05328818253
4147,146,1,0,1069023.6849222032,183255.98345081584
4148,147,1,0,962677.3342805968,209706.08441473334
4149,148,1,0,973647.9173279528,182260.6250037272
4150,149,1,0,1048649.002274989,202270.6430273419
4151,150,1,0,993052.0482431693,196542.27556419006
4152,151,1,0,1025631.1341763162,216681.98485033962
4153,152,1,0,984091.934190117,195504.5632269691
4154,153,1,0,972253.3659133615,187967.62859202066
4155,154,1,0,1066552.6395625724,189206.46310618086
4156,155,1,0,1010882.3170931822,211253.65587259957
4157,156,1,0,905158.8961998121,200140.5642369562
4158,157,1,0,980443.6708677966,182911.32199569314
4159,158,1,0,1063744.8717157952,196119.4498522293
4160,159,1,0,974540.5416272512,206936.67370220151
4161,160,1,0,988695.2745695297,194883.36461707103
4162,161,1,0,1012488.3226163521,194449.43245365156
4163,162,1,0,1050727.3569839941,210331.40774821586
4164,163,1,0,1051008.1152674234,211613.8307591821
4165,164,1,0,1008694.5112492762,212802.7072978878
4166,165,1,0,953696.7151198472,216575.76643340875
4167,166,1,0,980407.2676785967,201208.63071523551
4168,167,1,0,933249.0314632241,181401.7598983389
4169,168,1,0,918350.9689208649,180087.12930382037
4170,169,1,0,1054125.1623534183,210385.28889609757
4171,170,1,0,983351.3248985306,204345.35439553563
4172,171,1,0,930008.8565297133,213781.9793387176
4173,172,1,0,1024213.2215176028,194094.64941441792
4174,173,1,0,1071257.8234612865,208425.13921639952
4175,174,1,0,983655.4070969959,194524.8594163949
4176,175,1,0,940303.0262487374,186991.55085202816
4177,176,1,0,990296.8152791472,194799.02933593778
4178,177,1,0,912277.5806059352,192405.96129997008
4179,178,1,0,926747.8825486818,212083.3713075498
4180,179,1,0,995643.2273973486,187365.97675760876
4181,180,1,0,932286.2935986818,212745.30245402586
4182,181,1,0,1011357.749215982,200116.66771671615
4183,182,1,0,989599.8032684224,209780.091632402
4184,183,1,0,1010063.6076612255,184773.0455563574
4185,184,1,0,913891.5055238924,190714.93331021428
4186,185,1,0,1094652.7986065145,183266.9201356196
4187,186,1,0,1007598.0744525035,216834.3677110915
4188,187,1,0,915371.295831745,187610.3376289286
4189,188,1,0,1024197.6447879273,180553.25489846722
4190,189,1,0,1085250.3592847963,184294.43729417576
4191,190,1,0,912085.2595328824,187689.19008494006
4192,191,1,0,1022068.9727079562,217642.54990360988
4193,192,1,0,995814.9831585927,201410.7963806808
4194,193,1,0,988616.0662061673,201453.8931349231
4195,194,1,0,953870.5493118002,207797.07262891982
4196,195,1,0,1041985.717072665,200833.64129217327
4197,196,1,0,1071901.6773750037,206431.87148661
4198,197,1,0,998699.1017884496,213684.53043945678
4199,198,1,0,1016864.109370391,183040.09732429183
4200,199,1,0,1060521.6213528963,213823.6135527249
4201,200,1,0,909615.2192308835,210816.63487790237
4202,201,1,0,1096171.7742171548,211629.32430891806
4203,202,1,0,979575.8912519958,208709.1745576485
4204,203,1,0,958434.8440750774,206309.86337603908
4205,204,1,0,1003504.1897312464,206489.09629715764
4206,205,1,0,982767.1579951657,186166.70216345775
4207,206,1,0,984208.6087812099,199096.36473887315
4208,207,1,0,1035572.350317886,191380.5478227433
4209,208,1,0,1029130.1552805932,189353.4997934979
4210,209,1,0,1052981.7355358345,208884.46397817883
4211,210,1,0,923549.6614485873,203706.1961545337
4212,211,1,0,917610.0053859208,218764.9727420332
4213,212,1,0,967847.9256487895,180810.44598591526
4214,213,1,0,1000723.0097464044,184874.50674492313
4215,214,1,0,1030188.5624253424,209240.2434375751
4216,215,1,0,1071853.1946625677,215545.7400771911
4217,216,1,0,961889.9072598543,194310.3897000383
4218,217,1,0,1094894.579068127,197356.87289274324
4219,218,1,0,980941.1732566953,217014.4252765624
4220,219,1,0,937460.4659644235,198963.0309800352
4221,220,1,0,997085.1948108326,209701.13034774162
4222,221,1,0,987082.7004933679,214528.88448219607
4223,222,1,0,1034049.396264445,217238.70130291188
4224,223,1,0,952404.2376885618,212496.10032633884
4225,224,1,0,923354.6417918134,212077.20393704172
4226,225,1,0,1069745.8479093954,196263.85932261616
4227,226,1,0,1040002.7672883798,218748.09818695305
4228,227,1,0,936986.780503199,204725.63833083503
4229,228,1,0,909486.1061515709,193544.1470010492
4230,229,1,0,928237.3568252545,201471.31966535986
4231,230,1,0,1020643.1713123241,219576.23072120498
4232,231,1,0,1093360.4970037728,215306.45362769035
4233,232,1,0,1013496.2569313024,215442.5140538938
4234,233,1,0,970983.5634314729,188037.25007321002
4235,234,1,0,1005209.0774061382,201248.37193342787
4236,235,1,0,1082014.327809426,180229.44990088328
4237,236,1,0,1071110.2905523744,204329.4198747475
4238,237,1,0,1087928.8993606602,209808.6372837147
4239,238,1,0,973251.8902170291,205391.9662706941
4240,239,1,0,973943.9328259478,216862.6193238048
4241,240,1,0,903936.9516432828,202191.60551051906
4242,241,1,0,1001466.2782306671,187605.58252498257
4243,242,1,0,985629.332377895,191875.6810150772
4244,243,1,0,1034081.9683327848,210125.14913030772
4245,244,1,0,1054279.1376054431,195774.07699688792
4246,245,1,0,938277.8716297728,191762.00438697962
4247,246,1,0,1006946.8219893432,204612.10440403342
4248,247,1,0,1058974.5955474745,208789.4556604737
4249,248,1,0,934873.9813182934,209759.63955091411
4250,249,1,0,923022.1409097546,216710.17891229756
4251,250,1,0,1037954.011889326,184476.53465959756
4252,251,1,0,1067315.5701327112,207136.75658413622
4253,252,1,0,1042379.4253509504,199497.1550342273
4254,253,1,0,1020941.0429619781,197124.54489251057
4255,254,1,0,1013501.9114975963,211591.64650281816
4256,255,1,0,939952.8822657877,215035.8416004055
4257,256,1,0,961201.807610459,185902.6603457029
4258,257,1,0,1026909.8122602737,200976.3899719879
4259,258,1,0,958306.6978610758,205126.82886893357
4260,259,1,0,1042870.3748088207,190903.52031075928
4261,260,1,0,923328.1680924819,200412.20468590636
4262,261,1,0,956595.8634209259,193009.00563961774
4263,262,1,0,998793.7844194823,209248.01862570073
4264,263,1,0,902991.996035346,199128.69486815535
4265,264,1,0,924698.0283362502,214129.11293645954
4266,265,1,0,951955.3497635894,196160.13737843905
4267,266,1,0,909484.689749894,185965.71143226753
4268,267,1,0,900357.9580644441,194401.4123716089
4269,268,1,0,1062137.5613834376,203031.137809436
4270,269,1,0,1067981.2290850042,187018.33202973445
4271,270,1,0,1035468.3106002079,209834.3025557356
4272,271,1,0,968800.1771981139,184571.90724513144
4273,272,1,0,1048440.5513254993,200858.82103932698
4274,273,1,0,993946.2647407635,213484.4015879533
4275,274,1,0,998581.2254593959,191799.01837536678
4276,275,1,0,1049686.34560843,190793.88750464105
4277,276,1,0,955257.0976303518,188349.39157846576
4278,277,1,0,920677.464769593,212063.02384273655
4279,278,1,0,1040136.9868411201,195328.527415938
4280,279,1,0,1044996.8937689366,218449.83107214913
4281,280,1,0,993249.71900606,199531.41426156013
4282,281,1,0,1005812.150902587,190662.40721822446
4283,282,1,0,949600.8119700515,199535.38888999305
4284,283,1,0,1000146.092205404,191571.27893980677
4285,284,1,0,1016462.586696854,210831.65419412655
4286,285,1,0,1037915.7272346413,185884.3388582682
4287,286,1,0,1028478.3539898286,180136.73157961233
4288,287,1,0,978539.3533748214,198441.1139661212
4289,288,1,0,1059111.3573843979,215203.7557192778
4290,289,1,0,1043639.5447256011,211010.0899971819
4291,290,1,0,1086322.7584812623,199381.8859180258
4292,291,1,0,955944.0430302459,194805.6354210643
4293,292,1,0,985724.7684194136,192646.1299314323
4294,293,1,0,960742.8277572581,219307.5937495665
4295,294,1,0,1098465.3782145912,205717.12366230538
4296,295,1,0,1061958.767161232,208845.79413389016
4297,296,1,0,1036422.3453410506,185860.3276520689
4298,297,1,0,927344.3614507769,215433.59450613614
4299,298,1,0,902853.425445737,207190.55516192547
4300,299,1,0,1060957.0677097088,208716.52152836177
4301,300,1,0,928881.8525170977,205620.15983106382
4302,301,1,0,924697.3544264372,198489.89113608183
4303,302,1,0,1030966.5046212965,194874.80188750508
4304,303,1,0,1003449.1672822752,217878.1820153986
4305,304,1,0,962077.9295832373,187000.39615872587
4306,305,1,0,1081513.0231633987,199330.14818076912
4307,306,1,0,999271.3198267032,218142.50372944947
4308,307,1,0,953561.5332436642,211859.10705970085
4309,308,1,0,1012031.187371622,207600.71054401615
4310,309,1,0,994128.7236020409,195354.353423447
4311,310,1,0,928812.0380617579,219500.00804693362
4312,311,1,0,1045440.2194781194,198202.77968794972
4313,312,1,0,998583.5470869789,180010.15370848094
4314,313,1,0,905921.5013313122,212303.0657389406
4315,314,1,0,909233.9390904893,210868.5043947002
4316,315,1,0,1042672.8118911943,207172.95731165
4317,316,1,0,1008901.1537684429,193893.12752496396
4318,317,1,0,1094519.6239056806,216429.5024402096
4319,318,1,0,994862.9863181999,187016.79863878622
4320,319,1,0,946915.5182684831,180560.64691818046
4321,320,1,0,1074455.0504320522,194536.55501594383
4322,321,1,0,997163.979653305,201058.13020751174
4323,322,1,0,1058626.6579631066,204605.18839496395
4324,323,1,0,913856.1929475697,195083.8389079115
4325,324,1,0,991253.7066510365,208729.44022923132
4326,325,1,0,1056808.5170006775,180206.50984163352
4327,326,1,0,1019732.8999063054,181189.80202706117
4328,327,1,0,1067091.0371070937,189601.57440319503
4329,328,1,0,966626.2450062265,189317.65668942098
4330,329,1,0,1073554.5853651527,192027.3798372169
4331,330,1,0,1048424.2643705823,204518.7470287647
4332,331,1,0,1072544.2968516585,187910.44562947922
4333,332,1,0,1003444.3157986621,213346.80825218806
4334,333,1,0,1022119.6065732454,180490.19211398577
4335,334,1,0,950712.8185394021,207373.90609189146
4336,335,1,0,1022317.8211938187,215859.30500874118
4337,336,1,0,1085103.6110379596,212012.62269324053
4338,337,1,0,936727.7994982837,194879.84355024472
4339,338,1,0,1092937.1221413587,199353.03610123124
4340,339,1,0,966799.7445544046,218479.89766426224
4341,340,1,0,1039903.8445257611,207857.70133823593
4342,341,1,0,982472.9145240738,183740.50388432827
4343,342,1,0,1096699.1024757156,183392.03518584804
4344,343,1,0,1033193.7636219563,182044.37115742872
4345,344,1,0,902864.589482997,180397.53540920798
4346,345,1,0,1088486.8989534255,198486.48048268823
4347,346,1,0,1020405.9445042975,185652.82948837688
4348,347,1,0,997546.5739388451,200752.13535467084
4349,348,1,0,930528.6885936594,198321.0676733018
4350,349,1,0,1077303.6194594929,203007.9154409808
4351,350,1,0,937190.6695107704,218212.85582612187
4352,351,1,0,1078569.4687496184,217080.27138995923
4353,352,1,0,1056183.4279241615,202454.3864551
4354,353,1,0,1055153.5791898605,204776.54530035454
4355,354,1,0,901138.8911091583,184651.2850186035
4356,355,1,0,921909.1290751295,202154.5272586312
4357,356,1,0,1039147.0056347309,217574.10211304307
4358,357,1,0,1080245.524777037,203913.37714691184
4359,358,1,0,1014242.7206723832,182732.58750046007
4360,359,1,0,1054242.3118365603,190638.35956589004
4361,360,1,0,1083583.2716972944,188848.22252934467
4362,361,1,0,1039264.4817313825,184491.741448667
4363,362,1,0,998776.4931425871,185959.23587071002
4364,363,1,0,1068537.0861114783,204560.28412416443
4365,364,1,0,1095448.0669800288,185640.981102683
4366,365,1,0,1071220.2201513501,209372.4059893884
4367,366,1,0,977442.5708128886,180716.08872773722
4368,367,1,0,1047193.6941954645,183925.9173675767
4369,368,1,0,1061788.674790243,211939.7613553213
4370,369,1,0,943145.4407065274,218636.3456091987
4371,370,1,0,1058580.3837693997,204183.59871002618
4372,371,1,0,1046990.2679161645,198732.54898272626
4373,372,1,0,918569.4070215073,205477.21015378993
4374,373,1,0,983245.7062974321,219154.31623383274
4375,374,1,0,912669.0050257873,186420.47917590875
4376,375,1,0,1080069.9386464774,199479.70274351336
4377,376,1,0,938627.090183304,192506.6745685911
4378,377,1,0,915259.9892641023,205356.44483246873
4379,378,1,0,1084016.108988671,202807.92098762537
4380,379,1,0,1028396.3720081662,191712.17474906828
4381,380,1,0,1041683.7998983375,216606.78092920204
4382,381,1,0,909274.3789292554,188691.23359475113
4383,382,1,0,1087325.7749539192,212198.9277601438
4384,383,1,0,914051.4498278874,189317.28129037356
4385,384,1,0,973038.7951574413,192771.63324058865
4386,385,1,0,910253.5637777987,186828.66591644817
4387,386,1,0,956473.9800738798,186125.34593763962
4388,387,1,0,1065490.34048655,200816.49724274245
4389,388,1,0,944289.4645617886,213908.98843374714
4390,389,1,0,1052133.3320877384,195451.09476872077
4391,390,1,0,1068241.8408597943,205497.94286782466
4392,391,1,0,1024691.8836592702,184156.72502083558
4393,392,1,0,981640.9541009233,182856.57478657548
4394,393,1,0,980182.5464616958,182377.92083559028
4395,394,1,0,938575.3792357071,198255.2405005208
4396,395,1,0,1023616.4236888647,187238.70505735287
4397,396,1,0,916478.7061655014,214948.82664520256
4398,397,1,0,916690.8668371743,202748.81596157752
4399,398,1,0,1058250.481443457,186701.62596913768
4400,399,1,0,1029263.3499562407,209224.88017046673
4401,400,1,0,1041438.2652595275,182068.3889894821
4402,401,1,0,1028317.7330955842,186284.64528954774
4403,402,1,0,960393.2512573084,217152.54846333948
4404,403,1,0,910446.3088576215,214469.146134634
4405,404,1,0,1010245.5112203556,181252.92767892595
4406,405,1,0,1050799.3061716077,214300.08293435056
4407,406,1,0,991510.3137679283,211673.56768373481
4408,407,1,0,1082094.1660409316,202729.18831950318
4409,408,1,0,1083338.2224438179,196678.99850791472
4410,409,1,0,1062373.029198358,211226.6399771511
4411,410,1,0,1043785.9744822582,196457.84176013462
4412,411,1,0,993645.3822531422,188375.77285714616
4413,412,1,0,955617.2681553942,207290.4061802798
4414,413,1,0,965087.7454262003,208971.85221628746
4415,414,1,0,1024882.090092683,194258.5445217755
4416,415,1,0,933523.6592392031,192790.1234240666
4417,416,1,0,973045.9516176962,205831.2872308423
4418,417,1,0,912364.4261726202,214644.60031293702
4419,418,1,0,1025060.0409573878,182127.10319390253
4420,419,1,0,950291.1724158264,186024.251574908
4421,420,1,0,1016368.1132817039,202760.6590602863
4422,421,1,0,972841.3942551481,210391.07834924996
4423,422,1,0,912354.4324198936,213094.79107834387
4424,423,1,0,1077705.6248819889,187435.04260768383
4425,424,1,0,1088088.8686450282,209294.606727923
4426,425,1,0,1078689.1576283192,211659.27419318527
4427,426,1,0,913582.4078109271,189875.73896322452
4428,427,1,0,1070177.318830277,181923.4529912841
4429,428,1,0,1041841.7754912496,207253.81788915588
4430,429,1,0,988802.3138803816,202993.017797249
4431,430,1,0,952106.8109008339,203626.36444734843
4432,431,1,0,1037616.4223990934,195424.80518388376
4433,432,1,0,929605.8692496041,217798.1747466766
4434,433,1,0,1097900.7608265737,182796.76667951516
4435,434,1,0,911130.5019086829,194507.0997357448
4436,435,1,0,1087893.8479468154,195198.70590168398
4437,436,1,0,945762.5693457322,219048.75836839052
4438,437,1,0,946711.115617318,207387.2340518919
4439,438,1,0,922341.9074819483,205285.6387675164
4440,439,1,0,928990.4752421401,191148.23813987413
4441,440,1,0,987299.8584757644,210600.67476686047
4442,441,1,0,1011031.6852292096,187203.02667731125
4443,442,1,0,1050979.568185572,205508.96451334574
4444,443,1,0,903845.2512690084,182623.95690876886
4445,444,1,0,918423.3988004724,189980.25219289624
4446,445,1,0,955343.9658027546,207099.52803424586
4447,446,1,0,1030065.7293437087,214880.12714864494
4448,447,1,0,1063062.903083575,211542.03569889753
4449,448,1,0,1017781.3061657303,184265.306731194
4450,449,1,0,1037549.7080613174,192092.85981981395
4451,450,1,0,1056678.9500810422,194667.4713525347
4452,451,1,0,926881.2069879698,204212.3364235375
4453,452,1,0,1076561.0834675992,187034.32469937057
4454,453,1,0,958885.1833051853,190577.35931452148
4455,454,1,0,1056455.432874668,186087.1725851047
4456,455,1,0,988077.9283332881,195064.11326588088
4457,456,1,0,1053866.1790137049,197576.50030237762
4458,457,1,0,949781.0819071732,183224.65752941408
4459,458,1,0,997163.8800836653,189960.67602706
4460,459,1,0,1037101.3611768099,189603.32540853153
4461,460,1,0,1007398.2421004968,205462.78598083262
4462,461,1,0,1080135.5482378523,216215.39636373363
4463,462,1,0,1033699.6953107491,188537.0385451162
4464,463,1,0,912044.9922341789,210088.69798708605
4465,464,1,0,971995.9540494162,184827.09741555527
4466,465,1,0,1067046.38109787,201482.60132206941
4467,466,1,0,1089802.4608586107,203154.97490394706
4468,467,1,0,1090256.0555880694,201941.2309590083
4469,468,1,0,934397.6014837899,218558.79772303774
4470,469,1,0,917960.0873548734,187306.16693531311
4471,470,1,0,1099180.576908652,211143.872927954
4472,471,1,0,1068165.3633782559,198859.4352363608
4473,472,1,0,975735.9301183162,190860.68819702754
4474,473,1,0,910766.8027829904,181892.69502415744
4475,474,1,0,965597.6172534738,188955.08361624123
4476,475,1,0,1033357.800770698,186784.8360911576
4477,476,1,0,1081810.121521575,218709.0617400593
4478,477,1,0,994978.4449429709,182044.64991614647
4479,478,1,0,934126.8862854199,190687.0025794803
4480,479,1,0,1075195.597625793,215530.75845698718
4481,480,1,0,1093259.4186185966,190505.82606368212
4482,481,1,0,935164.319940269,200993.11276150905
4483,482,1,0,968871.7093461967,195925.254724121
4484,483,1,0,990478.1908734891,182436.03405485032
4485,484,1,0,964919.9325663731,209728.51762445565
4486,485,1,0,995731.6247810506,210619.63242074527
4487,486,1,0,1034467.8858661796,217646.35311495452
4488,487,1,0,1038070.0645260714,202381.9721454395
4489,488,1,0,931434.2952862099,216844.22806617807
4490,489,1,0,1099344.0292142294,213699.10843609215
4491,490,1,0,918695.8140011439,184456.89626824873
4492,491,1,0,972983.0904658008,207840.93257016063
4493,492,1,0,1065380.894400962,187232.60944689735
4494,493,1,0,1025048.0755506428,186382.6593038769
4495,494,1,0,922420.8093227006,198838.89125926085
4496,495,1,0,1072208.777869968,205108.22654469477
4497,496,1,0,1036308.7300831554,195726.64601638465
4498,497,1,0,953376.0732144399,217283.8591912261
4499,498,1,0,982281.6943678614,200536.18011248685
4500,499,1,0,914444.4026461892,182766.0556028569
4501,500,1,0,1051612.7956709987,217280.2400657702
4502,501,1,0,1027339.081352177,216001.8228045526
4503,502,1,0,1054790.5481463792,185154.61419002363
4504,503,1,0,913331.4732231561,217683.57196637685
4505,504,1,0,932320.8202842515,205166.24660825377
4506,505,1,0,947153.1320101821,200621.92521526982
4507,506,1,0,997504.7798146023,208749.1718552562
4508,507,1,0,1064107.4585462115,219954.19348949907
4509,508,1,0,941705.5364005942,197466.53891431895
4510,509,1,0,975201.6794522558,181351.7726934042
4511,510,1,0,947365.4047335471,201857.95084976856
4512,511,1,0,1075388.679583134,192551.90868401164
4513,512,1,0,1040284.5568239738,217603.91055009278
4514,513,1,0,935873.3782981337,184342.82337673707
4515,514,1,0,1097307.5549339044,182001.0356430791
4516,515,1,0,956201.4129741399,214773.5912510305
4517,516,1,0,955084.0508728264,187021.2335135515
4518,517,1,0,1056366.2365376765,209028.1641854599
4519,518,1,0,921554.5657087214,200071.6832493242
4520,519,1,0,1078695.3506845527,196962.64938746972
4521,520,1,0,944435.0620541581,207775.45976982944
4522,521,1,0,945588.3529569946,216318.16501037296
4523,522,1,0,983764.1396523555,199511.41527039392
4524,523,1,0,1038901.1178351601,194380.62852965933
4525,524,1,0,1088408.1621362383,190916.3179062016
4526,525,1,0,1093148.4688365634,195528.19940947785
4527,526,1,0,1056060.9258659112,212399.57592160712
4528,527,1,0,1024206.3449646579,212474.850562627
4529,528,1,0,1018148.9659538924,204093.89626564298
4530,529,1,0,928135.4559110433,215618.56247139027
4531,530,1,0,930800.778010384,200214.6313906573
4532,531,1,0,963668.2863130337,191540.92241960674
4533,532,1,0,933926.5196564933,201911.67546948936
4534,533,1,0,1068907.938200355,199876.8364631877
4535,534,1,0,971979.6763584197,217084.43348807728
4536,535,1,0,926769.901685138,199212.7667294016
4537,536,1,0,1052282.224633218,215916.93175433652
4538,537,1,0,1085556.0781319877,184480.18663536635
4539,538,1,0,1008108.9772985828,188461.02183783246
4540,539,1,0,935433.7280776454,214623.91012805598
4541,540,1,0,973814.7209434166,184242.54448637876
4542,541,1,0,943650.8268593765,195236.38202229532
4543,542,1,0,1029930.2273222411,204969.07191561672
4544,543,1,0,1084900.1588438358,192611.75387844958
4545,544,1,0,979422.0547050491,191323.02665380837
4546,545,1,0,923319.4474157958,218438.765699534
4547,546,1,0,919209.0564392029,198910.95229144677
4548,547,1,0,1014002.0243449028,208008.29055982493
4549,548,1,0,954414.1665259389,200642.7911191076
4550,549,1,0,977529.9180217987,183878.32304361952
4551,550,1,0,924101.5007923278,196147.26425053316
4552,551,1,0,900704.8151559957,180998.81314744847
