id,from_node,to_node,from_status,to_status,r1,x1,c1,tan1,i_n
2126,125,126,1,1,0.09620761651959624,0.09746069727761496,3.198995539101734e-05,0.10449006781766275,500.0
2127,126,127,1,1,0.09667014931582552,0.10848317533241528,3.413758012649132e-05,0.08482693178792101,500.0
2128,127,128,1,1,0.09507285048513647,0.09892271025318405,2.931397158368651e-05,0.10529571783394678,500.0
2129,128,129,1,1,0.10480195051235366,0.10361028962285652,3.261011208892933e-05,0.10172076062204136,500.0
2130,129,130,1,1,0.09409847373919406,0.09683396229729466,3.2952983107868834e-05,0.10392161459686004,500.0
2131,0,131,1,1,0.10087356107656192,0.09565399301891074,2.8840373387233603e-05,0.1150125000631332,500.0
2132,131,132,1,1,0.09015768207016882,0.09745358139641992,3.202539456421605e-05,0.10778394494470397,500.0
2133,132,133,1,1,0.091789890900658,0.09811884643936569,2.8802672393191242e-05,0.10703527299241405,500.0
2134,133,134,1,1,0.10244462117679592,0.09558135896457198,2.9983199408579985e-05,0.0980031484190489,500.0
2135,134,135,1,1,0.10154280488040685,0.10390540011809374,3.292570177541e-05,0.10535394769518111,500.0
2136,135,136,1,1,0.09005406427787006,0.10294393307788073,3.247010544966478e-05,0.09977153468624245,500.0
2137,136,137,1,1,0.10925540639680487,0.09033743346740081,3.308183462145293e-05,0.10225529905206655,500.0
2138,137,138,1,1,0.10019614393243169,0.0966792973919362,3.3682534603470874e-05,0.0868906030763196,500.0
2139,138,139,1,1,0.09884071275459852,0.10039904749141677,3.3065753480162916e-05,0.08838899229819243,500.0
2140,139,140,1,1,0.09455519003075723,0.09820603125380252,3.261590688510118e-05,0.10514641700360869,500.0
2141,0,141,1,1,0.10237652336482755,0.0926692294186987,3.489045676577328e-05,0.09801491091461408,500.0
2142,141,142,1,1,0.10005441522290648,0.10844695963593268,3.2094426933399645e-05,0.10757580690204903,500.0
2143,142,143,1,1,0.10659794737206688,0.10936572820588596,3.450340899279322e-05,0.0836940146089968,500.0
2144,143,144,1,1,0.0934954400832188,0.09778269354202374,3.470941842867782e-05,0.08803931199117408,500.0
2145,144,145,1,1,0.09320935287775203,0.1077260933217312,3.1489724868251926e-05,0.10932964782239353,500.0
2146,145,146,1,1,0.09320460932640287,0.103222350230162,3.1450695857621245e-05,0.09263648659262663,500.0
2147,146,147,1,1,0.10392926289305003,0.09494797511078308,2.890009000620911e-05,0.10044780831259703,500.0
2148,147,148,1,1,0.09122157074133574,0.1081546591497008,3.335813707000913e-05,0.10301873938173362,500.0
2149,148,149,1,1,0.10345164622593045,0.10057879858061768,3.058605550823082e-05,0.1144348762456317,500.0
2150,149,150,1,1,0.09724378117878779,0.0994129789842782,3.1055873328130265e-05,0.1123257797189628,500.0
2151,0,151,1,1,0.09349316770790012,0.0965597600181616,3.297912388543174e-05,0.08808688203315262,500.0
2152,151,152,1,1,0.10214498748023082,0.09955293005752833,3.0455889762128036e-05,0.09904710083487715,500.0
2153,152,153,1,1,0.10029025486597515,0.09735855161074083,3.155418564911021e-05,0.09759826426383836,500.0
2154,153,154,1,1,0.10940987387191957,0.09266878863491208,2.926416286290815e-05,0.10536433091609318,500.0
2155,154,155,1,1,0.10182053801740983,0.10318352943700058,3.1176904756077215e-05,0.1122930301153245,500.0
2156,155,156,1,1,0.09703785992386087,0.10442813335919905,3.270686725511819e-05,0.10341544222545487,500.0
2157,156,157,1,1,0.10952451326907642,0.10779587312891081,3.3515242457306294e-05,0.09874037960114415,500.0
2158,157,158,1,1,0.096709963393518,0.09295371156413415,2.9046642936640677e-05,0.10392899413894632,500.0
2159,158,159,1,1,0.09864562962362598,0.10043992547259967,3.356949251857649e-05,0.10352085012684761,500.0
2160,159,160,1,1,0.09234640960769623,0.09214008280387584,3.240200295985367e-05,0.10305918840730692,500.0
2161,0,161,1,1,0.10696300760693972,0.10871664160433579,3.4908575661423923e-05,0.08935657152569802,500.0
2162,161,162,1,1,0.09760670367055146,0.09295617353394546,3.300831782095561e-05,0.09945664731973207,500.0
2163,162,163,1,1,0.10724125191702416,0.09194515989575282,3.181683597403724e-05,0.10166684154541361,500.0
2164,163,164,1,1,0.09483114080079838,0.09338050812258324,3.412015132067111e-05,0.08505394472752857,500.0
2165,164,165,1,1,0.09941241807836147,0.09231668002601771,3.1557616202515e-05,0.11054866585584916,500.0
2166,165,166,1,1,0.09847412706910946,0.10714249835009136,2.9394743834195956e-05,0.10333389629621083,500.0
2167,166,167,1,1,0.0980758548133467,0.09799624280018662,3.2922049730164635e-05,0.09368321160784138,500.0
2168,167,168,1,1,0.10427533736820034,0.10278373798450786,3.118902853084193e-05,0.10066539926801797,500.0
2169,168,169,1,1,0.10229055399620642,0.0914008438028929,3.388349366219681e-05,0.09682501572034571,500.0
2170,169,170,1,1,0.10452684928835672,0.10073846002164782,2.9351208889055085e-05,0.10638889414726635,500.0
2171,0,171,1,1,0.09810747165697113,0.09642085980086434,2.883855944677313e-05,0.11561394423694041,500.0
2172,171,172,1,1,0.09219568916125002,0.10212616266090171,3.312471138179976e-05,0.098684829654344,500.0
2173,172,173,1,1,0.10918284503955951,0.09206596310170279,3.4168447350883105e-05,0.0843869792124009,500.0
2174,173,174,1,1,0.10069833709854169,0.09808487235878519,3.198494785536751e-05,0.09683363531761195,500.0
2175,174,175,1,1,0.09381133829880137,0.0903824579489738,3.194653392162159e-05,0.10646905853630571,500.0
2176,175,176,1,1,0.09746431911489589,0.09445727636029962,2.9160572413726667e-05,0.1001043311048419,500.0
2177,176,177,1,1,0.09442792892585546,0.09200028121843111,3.033518488095285e-05,0.09582605290117954,500.0
2178,177,178,1,1,0.09131209734419853,0.10712552359245564,2.9679979391227466e-05,0.10852749656556841,500.0
2179,178,179,1,1,0.10546911088898062,0.09912819130678135,2.962426635765204e-05,0.10099341499619162,500.0
2180,179,180,1,1,0.09865968412562363,0.10056468178357073,3.087249574834116e-05,0.10890905511084499,500.0
2181,0,181,1,1,0.10502043297712799,0.10854423614746236,2.8832207408251206e-05,0.11913773069601849,500.0
2182,181,182,1,1,0.09785137576924302,0.10756744990759991,3.3045562226058765e-05,0.10571327831351594,500.0
2183,182,183,1,1,0.10518564903433336,0.09729089251993574,3.183775698685954e-05,0.09750704973459211,500.0
2184,183,184,1,1,0.09729823672042477,0.09521808998762121,3.180533472195857e-05,0.10371838979643101,500.0
2185,184,185,1,1,0.09554680542610489,0.1004875962215444,2.9395155918094163e-05,0.10091967717576233,500.0
2186,185,186,1,1,0.09093612709424378,0.10941462885541267,2.8672465517538372e-05,0.1038793302391982,500.0
2187,186,187,1,1,0.10225733506233986,0.09162739197706611,3.426221726707387e-05,0.09698477395168847,500.0
2188,187,188,1,1,0.10932779942875788,0.10015271094481532,3.056031900044855e-05,0.10518908212887812,500.0
2189,188,189,1,1,0.10861637434595948,0.10041522874483721,3.0348982554533227e-05,0.11279977465282075,500.0
2190,189,190,1,1,0.09743837497024924,0.09002766699998,3.0224701582920334e-05,0.1014859554993754,500.0
2191,0,191,1,1,0.10717554936463805,0.09917006334132891,3.147822033618067e-05,0.09780598429966368,500.0
2192,191,192,1,1,0.10761356246094161,0.10890053553880784,3.4962459712141416e-05,0.08879895581803555,500.0
2193,192,193,1,1,0.10932294891254345,0.10583759139261804,3.294946047018654e-05,0.09167647716207517,500.0
2194,193,194,1,1,0.0943291452188842,0.09332095649042492,3.452234078806469e-05,0.08840663535116558,500.0
2195,194,195,1,1,0.09906188490897758,0.09987915667974448,3.360188399612574e-05,0.10125163354218565,500.0
2196,195,196,1,1,0.09278145402297226,0.09853808720422148,3.401367062486829e-05,0.09953542473825869,500.0
2197,196,197,1,1,0.09204827516904834,0.09312766697735926,3.0584478774546475e-05,0.09523667447567864,500.0
2198,197,198,1,1,0.09849326005681186,0.09215235410299165,3.226527530791468e-05,0.09365337719003144,500.0
2199,198,199,1,1,0.10192866130699246,0.09235051285807276,3.486055941823918e-05,0.09920884617712493,500.0
2200,199,200,1,1,0.09783593877129332,0.09484357188252172,3.024197428922207e-05,0.10490475349452563,500.0
2201,0,201,1,1,0.09079985603801434,0.10279410212150256,3.124722680218386e-05,0.09937052915584405,500.0
2202,201,202,1,1,0.10618729942978399,0.1041807092036658,3.472336751972097e-05,0.08895561593247239,500.0
2203,202,203,1,1,0.10795085529298812,0.1053993437250018,3.092332575990905e-05,0.10543993584690588,500.0
2204,203,204,1,1,0.09577139915303393,0.10748799834149686,2.9363624287457158e-05,0.10216820856360231,500.0
2205,204,205,1,1,0.09366066584159843,0.09806052004808578,3.339219013030589e-05,0.0958376393833495,500.0
2206,205,206,1,1,0.09975352647076416,0.09001091929793992,3.135608125214428e-05,0.09265343274120828,500.0
2207,206,207,1,1,0.09416506504242968,0.1086478787792099,3.0019157314714944e-05,0.11363489161315854,500.0
2208,207,208,1,1,0.1060578674312267,0.09318292473884487,3.2503971840118434e-05,0.09040192456083508,500.0
2209,208,209,1,1,0.10455776316739024,0.10274924554744413,3.381685117974315e-05,0.09373949814291593,500.0
2210,209,210,1,1,0.10829726175666768,0.09098697893576879,3.051247627250682e-05,0.10880813369037243,500.0
2211,0,211,1,1,0.09836218423496003,0.09345902708542314,2.9330414560041957e-05,0.11541341182922214,500.0
2212,211,212,1,1,0.09946285956931289,0.10764567343838216,3.331615337422451e-05,0.09381721666085191,500.0
2213,212,213,1,1,0.09747022028311368,0.10031276693302504,3.430782120674894e-05,0.09718352783613546,500.0
2214,213,214,1,1,0.09010305928538048,0.10388315702738252,3.450165571728805e-05,0.09614260795852139,500.0
2215,214,215,1,1,0.09354011563134992,0.09967036254854918,2.9541169270440486e-05,0.10471259413306239,500.0
2216,215,216,1,1,0.10874234083881036,0.10846610615117419,3.0448485081036175e-05,0.10118745827519239,500.0
2217,216,217,1,1,0.10200425736262589,0.1092639459052076,2.95888222730245e-05,0.10234767585312939,500.0
2218,217,218,1,1,0.10747113654581544,0.0998378446341669,3.437085381555002e-05,0.08678554665394772,500.0
2219,218,219,1,1,0.10065337174942722,0.09652539265298746,3.0663062280775156e-05,0.10270597430486804,500.0
2220,219,220,1,1,0.09866154898202538,0.0971469375935591,3.447277459175436e-05,0.09661629595699467,500.0
2221,0,221,1,1,0.1045509398266306,0.09579826899183912,3.23257021785731e-05,0.10396773411294799,500.0
2222,221,222,1,1,0.10591180737086428,0.09689060921508626,3.355541814465219e-05,0.09933637442267365,500.0
2223,222,223,1,1,0.09283012971243801,0.10731890937132955,3.1457429495412956e-05,0.10091248826817592,500.0
2224,223,224,1,1,0.09896738357795996,0.10135692002955016,3.260237600514672e-05,0.09759840622984012,500.0
2225,224,225,1,1,0.10733577086518192,0.10255469512390569,3.120345945362981e-05,0.10031141552545626,500.0
2226,225,226,1,1,0.10621677230257905,0.09696383885493041,2.99940527961115e-05,0.09677230039620129,500.0
2227,226,227,1,1,0.10752053695841149,0.10837092902380702,2.9412598586797807e-05,0.10463956674028041,500.0
2228,227,228,1,1,0.09350744139030488,0.0923179693765176,3.437661936743952e-05,0.08438869838876188,500.0
2229,228,229,1,1,0.10960971326938014,0.0919290172139477,3.414491463789824e-05,0.094463201877518,500.0
2230,229,230,1,1,0.09735834975635749,0.09684684753250317,3.346941964121475e-05,0.0915777025108112,500.0
2231,0,231,1,1,0.10314637833234284,0.10034652167032161,3.1735276942807446e-05,0.10834903498071938,500.0
2232,231,232,1,1,0.1010929011724052,0.10653723206097393,3.326703433769748e-05,0.08685280604015803,500.0
2233,232,233,1,1,0.1054622010501084,0.09433740500182082,3.439751898246625e-05,0.08407918505932932,500.0
2234,233,234,1,1,0.09666144068948639,0.09199465894469509,3.1675584111131687e-05,0.10692246306276006,500.0
2235,234,235,1,1,0.09596374719326128,0.09301869794622085,3.075043500739992e-05,0.11001214017050637,500.0
2236,235,236,1,1,0.09280767915598695,0.09454724898155004,2.9086214976169484e-05,0.11393912703772299,500.0
2237,236,237,1,1,0.09790466487072674,0.09621679954286633,3.322280744690437e-05,0.09266763283324672,500.0
2238,237,238,1,1,0.10455542546428838,0.10630398790628628,3.003357445509062e-05,0.11602818765306322,500.0
2239,238,239,1,1,0.09324715895825335,0.09581681813313486,2.9792502127773286e-05,0.10354097466287414,500.0
2240,239,240,1,1,0.09960121775641512,0.10044351738004238,3.408211459992361e-05,0.1006694901760874,500.0
2241,0,241,1,1,0.09440207721561814,0.10245788064371507,2.9357695702715072e-05,0.10753494741328898,500.0
2242,241,242,1,1,0.09644667076093237,0.09633001490907214,3.172011645761056e-05,0.10496215180362328,500.0
2243,242,243,1,1,0.09138365317584779,0.10758346675374811,3.3325859535919874e-05,0.08933458935163548,500.0
2244,243,244,1,1,0.10878321818174741,0.1001262444804678,3.501286885066094e-05,0.08540769024199373,500.0
2245,244,245,1,1,0.10069816396766403,0.09580496085119858,3.0584318765194955e-05,0.10597172063035644,500.0
2246,245,246,1,1,0.10843438133741667,0.10610527711158352,3.325664383975498e-05,0.09684591376834946,500.0
2247,246,247,1,1,0.10844597007334898,0.09984722813381769,3.4210878181130326e-05,0.09925843358825479,500.0
2248,247,248,1,1,0.09427670693603174,0.10542450925931822,2.8725373748167835e-05,0.10688489797482069,500.0
2249,248,249,1,1,0.09459134889383901,0.10013725916974628,3.33388426771167e-05,0.08779463974835003,500.0
2250,249,250,1,1,0.10029844403873539,0.10876824043388773,3.0103498908935113e-05,0.10948462923360705,500.0
2251,0,251,1,1,0.10185760541562316,0.09020127391312188,3.1677093401472735e-05,0.10468151792113983,500.0
2252,251,252,1,1,0.09087950864048182,0.1075904296604746,3.1958830887253275e-05,0.09025074839049221,500.0
2253,252,253,1,1,0.09448827223841681,0.10907351392854628,3.235505231554867e-05,0.09065688130175757,500.0
2254,253,254,1,1,0.09575089004561124,0.0991340725172097,2.8781262039824238e-05,0.1086412244851292,500.0
2255,254,255,1,1,0.09978917270869397,0.09487355750562465,3.239528202026681e-05,0.10323467864964966,500.0
2256,255,256,1,1,0.09471668448211272,0.10240999800559976,3.271985142370935e-05,0.10601052068735238,500.0
2257,256,257,1,1,0.10556552334592889,0.10696690539580014,3.1769999861273475e-05,0.09388686068398432,500.0
2258,257,258,1,1,0.10991630585919272,0.09258711522077401,3.164928026982459e-05,0.091886398812239,500.0
2259,258,259,1,1,0.10887701714701642,0.1092984988169688,3.3227662765508143e-05,0.09292261577005381,500.0
2260,259,260,1,1,0.09508764802235249,0.09530606649074096,2.9458268691407975e-05,0.10861226724447168,500.0
2261,0,261,1,1,0.09283634551402956,0.09633461333106913,3.2637627097204906e-05,0.10196689890682265,500.0
